Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,Store_Type,Discount_Applied,Customer_Category,Season,Promotion,Unit_Price,Cost_Per_Item,Profit,Customer_ID,Basket_Size,Product_Category,Category,Sub_Category
1000000052,"10-05-2020 17:02","Jennifer Mitchell","['Vacuum Cleaner', 'Apple', 'Shrimp', 'Trash Bags', 'Carrots']",10,87.04,"Mobile Payment",Boston,"Convenience Store",FALSE,"Senior Citizen",Summer,"BOGO (Buy One Get One)",8.704,5.934819636,27.69180364,739752,5,"Vacuum Cleaner","Household Electronics","Vacuum Cleaner"
1000000053,"30-12-2020 14:17","Nathan Schwartz","['Shrimp', 'Cleaning Rags', 'Olive Oil', 'Soda']",2,9.55,Cash,Houston,"Warehouse Club",FALSE,"Senior Citizen",Fall,"BOGO (Buy One Get One)",4.775,3.191840179,3.166319641,157957,4,Shrimp,"Meat & Seafood",Shrimp
1000000054,"02-03-2023 19:56","Rebecca Gilmore","['Olive Oil', 'Feminine Hygiene Products', 'Toothpaste', 'Soap', 'Bath Towels']",8,46.79,"Debit Card","Los Angeles","Specialty Store",FALSE,Retiree,Winter,None,5.84875,3.38859025,19.681278,663735,5,"Olive Oil","Pantry & Snacks","Olive Oil"
1000000055,"23-06-2022 18:30","Todd Parrish","['Peanut Butter']",7,25.89,"Mobile Payment",Seattle,"Specialty Store",TRUE,Student,Fall,"Discount on Selected Items",3.698571429,2.502313883,8.373802817,990207,1,"Peanut Butter","Pantry & Snacks","Peanut Butter"
1000000056,"09-05-2022 08:42","Christopher Blake",['Orange'],6,5.21,Cash,Dallas,"Warehouse Club",FALSE,"Young Adult",Winter,"BOGO (Buy One Get One)",0.868333333,0.37038563,2.987686219,809474,1,Orange,Fruits,Orange
1000000057,"23-11-2021 07:49","Marie Young","['Syrup', 'Tuna', 'Paper Towels', 'Toothpaste', 'Mustard']",3,12.72,Cash,"Los Angeles",Pharmacy,TRUE,Homemaker,Summer,"BOGO (Buy One Get One)",4.24,1.945290201,6.884129397,997998,5,Syrup,"Pantry & Snacks",Syrup
1000000058,"11-01-2024 05:41","James Mccarthy","['Laundry Detergent', 'BBQ Sauce']",5,15.14,"Mobile Payment",Miami,Pharmacy,FALSE,Middle-Aged,Winter,"Discount on Selected Items",3.028,1.252284469,8.878577654,217541,2,"Laundry Detergent","Cleaning Supplies","Laundry Detergent"
1000000059,"30-06-2020 00:58","Sharon Espinoza","['Dish Soap', 'Shower Gel', 'Lawn Mower', 'Dustpan', 'Toothpaste']",4,15.68,"Debit Card",Atlanta,"Specialty Store",TRUE,Professional,Winter,None,3.92,1.950588469,7.877646124,17062,5,"Dish Soap","Cleaning Supplies","Dish Soap"
1000000060,"11-11-2021 03:45","Rachel Rasmussen","['Dustpan', 'Bath Towels', 'Pickles', 'Sponges']",2,92.78,"Credit Card",Seattle,Supermarket,TRUE,"Young Adult",Fall,None,46.39,23.96522184,44.84955632,794644,4,Dustpan,"Cleaning Equipment",Dustpan
1000000061,"28-10-2021 20:51","Thomas Lowery","['Milk', 'Tuna', 'Ketchup', 'Broom']",10,35.95,"Credit Card",Boston,"Department Store",TRUE,"Senior Citizen",Winter,"BOGO (Buy One Get One)",3.595,1.730649931,18.64350069,152674,4,Milk,Other,Milk
1000000062,"23-06-2021 06:46","Richard Johnston","['Beef', 'Bread', 'Dustpan']",5,88.59,Cash,Chicago,"Specialty Store",FALSE,Professional,Winter,"BOGO (Buy One Get One)",17.718,11.49227136,31.12864322,117624,3,Beef,"Meat & Seafood",Beef
1000000063,"24-08-2023 05:20","Rebecca Vasquez","['Pancake Mix', 'Dustpan', 'Laundry Detergent', 'Garden Hose']",6,66.87,"Mobile Payment",Houston,"Department Store",TRUE,Professional,Summer,"BOGO (Buy One Get One)",11.145,5.650804748,32.96517151,212450,4,"Pancake Mix","Grains & Bakery","Pancake Mix"
1000000064,"28-06-2021 06:41","Samuel Mays","['Cereal Bars', 'Air Freshener', 'Honey', 'Laundry Detergent']",3,37.35,Cash,"San Francisco","Department Store",TRUE,"Young Adult",Winter,"Discount on Selected Items",12.45,6.029290394,19.26212882,721631,4,"Cereal Bars","Grains & Bakery","Cereal Bars"
1000000065,"14-08-2023 13:19","Karen Williams","['Banana', 'Garden Hose', 'Extension Cords', 'Toothpaste', 'Syrup']",6,60.37,"Debit Card","New York","Department Store",FALSE,"Young Adult",Spring,"BOGO (Buy One Get One)",10.06166667,5.662794794,26.39323124,675241,5,Banana,Fruits,Banana
1000000066,"08-04-2022 08:49","Ian Murphy",['Shrimp'],8,51.42,"Credit Card",Miami,"Department Store",TRUE,Homemaker,Winter,None,6.4275,2.842737137,28.67810291,278365,1,Shrimp,"Meat & Seafood",Shrimp
1000000067,"04-04-2020 01:57","Elizabeth Li","['Broom', 'Pickles', 'Cleaning Rags']",1,54.04,"Mobile Payment",Miami,"Specialty Store",TRUE,Retiree,Spring,None,54.04,34.62121745,19.41878255,898105,3,Broom,"Cleaning Equipment",Broom
1000000068,"30-10-2021 21:16","Brenda Chase","['Peanut Butter', 'Lawn Mower', 'Syrup', 'Chicken', 'Toothpaste']",3,67.43,Cash,Dallas,"Department Store",TRUE,Teenager,Fall,None,22.47666667,9.493361657,38.94991503,547909,5,"Peanut Butter","Pantry & Snacks","Peanut Butter"
1000000069,"19-08-2022 07:26","Anthony Miranda","['Peanut Butter', 'Razors']",8,48.83,Cash,Seattle,"Warehouse Club",FALSE,Retiree,Summer,"BOGO (Buy One Get One)",6.10375,4.248613342,14.84109327,239175,2,"Peanut Butter","Pantry & Snacks","Peanut Butter"
1000000070,"21-09-2020 09:18","Patricia Adams","['Mop', 'Laundry Detergent', 'Vacuum Cleaner']",8,19.4,"Credit Card",Atlanta,Pharmacy,FALSE,"Senior Citizen",Fall,"Discount on Selected Items",2.425,1.53180807,7.145535443,838883,3,Mop,"Cleaning Equipment",Mop
1000000071,"11-05-2020 12:03","Jacob Douglas","['Eggs', 'Shower Gel', 'Olive Oil']",1,12.73,"Mobile Payment",Houston,Pharmacy,FALSE,Retiree,Spring,"Discount on Selected Items",12.73,5.850895188,6.879104812,613492,3,Eggs,"Meat & Seafood",Eggs
1000000072,"27-10-2022 03:15","Martin Gonzalez",['Vinegar'],5,77.41,"Mobile Payment","Los Angeles","Specialty Store",FALSE,Student,Spring,None,15.482,6.218448025,46.31775987,975750,1,Vinegar,"Pantry & Snacks",Vinegar
1000000073,"13-06-2021 14:25","Sherry Nunez","['Shaving Cream', 'Apple', 'Pickles']",4,78.52,"Credit Card",Miami,Supermarket,TRUE,Homemaker,Summer,None,19.63,12.65425235,27.90299059,60431,3,"Shaving Cream","Personal Care","Shaving Cream"
1000000074,"16-03-2020 13:50","Joshua Livingston","['Canned Soup', 'Tea']",2,16.9,"Mobile Payment",Dallas,Supermarket,TRUE,Middle-Aged,Spring,"Discount on Selected Items",8.45,5.171883367,6.556233267,344009,2,"Canned Soup","Pantry & Snacks","Canned Soup"
1000000075,"28-05-2023 19:43","Kimberly Morton","['Syrup', 'Salmon']",1,40.11,"Debit Card",Seattle,"Convenience Store",FALSE,Teenager,Summer,"Discount on Selected Items",40.11,24.81614325,15.29385675,425387,2,Syrup,"Pantry & Snacks",Syrup
1000000076,"11-04-2024 22:31","Robin Graham","['Peanut Butter']",6,57.04,Cash,Atlanta,"Warehouse Club",FALSE,Homemaker,Winter,"BOGO (Buy One Get One)",9.506666667,6.002329695,21.02602183,170168,1,"Peanut Butter","Pantry & Snacks","Peanut Butter"
1000000077,"18-03-2024 02:50","Donna Randall","['Hair Gel', 'Tomatoes', 'Cheese', 'Power Strips', 'Beef']",6,68.29,"Mobile Payment","Los Angeles","Specialty Store",FALSE,"Young Adult",Fall,"BOGO (Buy One Get One)",11.38166667,4.80549213,39.45704722,416066,5,"Hair Gel","Personal Care","Hair Gel"
1000000078,"06-01-2021 11:48","Alfred Schneider","['Light Bulbs', 'Tissues']",4,41.24,"Debit Card",Dallas,Supermarket,FALSE,Homemaker,Fall,None,10.31,5.232734498,20.30906201,392128,2,"Light Bulbs","Household Electronics","Light Bulbs"
1000000079,"24-01-2024 16:50","Taylor Wilson","['Olive Oil', 'Banana']",4,72.11,Cash,"Los Angeles","Department Store",TRUE,Professional,Winter,"BOGO (Buy One Get One)",18.0275,7.837648841,40.75940464,654071,2,"Olive Oil","Pantry & Snacks","Olive Oil"
1000000080,"16-05-2020 23:24","Matthew Henderson","['Mop', 'Jam', 'Cheese', 'Hand Sanitizer']",1,65.96,"Mobile Payment",Miami,"Convenience Store",TRUE,Teenager,Summer,"Discount on Selected Items",65.96,43.46309059,22.49690941,821235,4,Mop,"Cleaning Equipment",Mop
1000000081,"10-05-2022 23:55","Christina Hoover","['Diapers', 'Light Bulbs', 'Soda', 'Toothpaste']",4,80.75,"Credit Card","New York","Warehouse Club",TRUE,Homemaker,Winter,"Discount on Selected Items",20.1875,11.84984928,33.35060288,712757,4,Diapers,"Baby Care",Diapers
1000000082,"12-09-2021 13:17","Paul Tate","['Light Bulbs', 'Hair Gel', 'Mustard', 'Iron']",9,68.09,"Debit Card","New York","Specialty Store",TRUE,Retiree,Winter,"BOGO (Buy One Get One)",7.565555556,3.777250439,34.09474605,892804,4,"Light Bulbs","Household Electronics","Light Bulbs"
1000000083,"10-09-2020 19:56","Melissa Rose","['Hand Sanitizer', 'Dish Soap', 'Deodorant', 'Cereal']",8,16.17,"Debit Card",Seattle,Pharmacy,FALSE,Teenager,Spring,"Discount on Selected Items",2.02125,0.847040195,9.393678443,256147,4,"Hand Sanitizer","Home & Misc","Hand Sanitizer"
1000000084,"30-05-2022 10:26","Brittany Simmons","['Ketchup', 'Toothpaste']",5,89.56,"Mobile Payment",Chicago,Supermarket,FALSE,Student,Winter,"Discount on Selected Items",17.912,8.835894604,45.38052698,767048,2,Ketchup,Condiments,Ketchup
1000000085,"28-10-2020 23:16","Henry Kirk","['Toothpaste', 'Dishware', 'Bread', 'Eggs']",5,54.94,"Credit Card",Dallas,Supermarket,FALSE,Student,Winter,None,10.988,5.467134303,27.60432849,193643,4,Toothpaste,"Personal Care",Toothpaste
1000000086,"22-09-2020 03:20","James Richardson","['Iron', 'Plant Fertilizer', 'Eggs', 'Pickles']",1,93.74,Cash,Seattle,"Specialty Store",FALSE,Retiree,Fall,None,93.74,58.01398495,35.72601505,93748,4,Iron,"Household Electronics",Iron
1000000087,"03-09-2021 01:57","Keith Rodriguez","['Air Freshener', 'Chicken', 'Shaving Cream']",10,67.87,Cash,Chicago,"Specialty Store",TRUE,Retiree,Spring,None,6.787,4.012930767,27.74069233,16566,3,"Air Freshener","Home & Misc","Air Freshener"
1000000088,"23-04-2020 04:16","Marie Owen","['Plant Fertilizer', 'Tuna', 'Orange']",5,8.46,Cash,Seattle,"Department Store",TRUE,Middle-Aged,Winter,"Discount on Selected Items",1.692,1.127149188,2.824254059,936216,3,"Plant Fertilizer","Garden Tools","Plant Fertilizer"
1000000089,"23-03-2021 19:58","James Adams",['Mop'],8,45.75,"Credit Card","New York",Pharmacy,TRUE,"Senior Citizen",Summer,"BOGO (Buy One Get One)",5.71875,3.097643731,20.96885015,445286,1,Mop,"Cleaning Equipment",Mop
1000000090,"18-11-2023 20:40","Troy Durham","['Baby Wipes']",7,34.09,"Debit Card","Los Angeles","Convenience Store",FALSE,Middle-Aged,Fall,None,4.87,2.122727193,19.23090965,571570,1,"Baby Wipes","Baby Care","Baby Wipes"
1000000091,"03-04-2023 21:35","Dr. Adam Chan","['Beef', 'Cleaning Spray', 'Sponges']",1,41.48,"Credit Card",Miami,"Convenience Store",FALSE,Professional,Winter,"Discount on Selected Items",41.48,25.46761813,16.01238187,892664,3,Beef,"Meat & Seafood",Beef
1000000092,"08-02-2023 15:22","Mark Blankenship","['Tissues', 'Cheese', 'Toilet Paper', 'Cereal Bars', 'Cereal Bars']",4,37.38,"Mobile Payment",Miami,Pharmacy,TRUE,Retiree,Spring,"BOGO (Buy One Get One)",9.345,5.870860884,13.89655646,775746,5,Tissues,"Cleaning Supplies",Tissues
1000000093,"30-12-2023 04:04","Brooke Bennett","['Water', 'Olive Oil']",4,55.81,Cash,Boston,"Convenience Store",FALSE,"Young Adult",Summer,"BOGO (Buy One Get One)",13.9525,7.93036603,24.08853588,450885,2,Water,Other,Water
1000000094,"10-04-2021 16:00","Dale Castaneda","['Banana', 'Toothpaste', 'Iron']",1,90.7,"Credit Card",Chicago,Pharmacy,FALSE,Middle-Aged,Summer,"BOGO (Buy One Get One)",90.7,57.25801697,33.44198303,927205,3,Banana,Fruits,Banana
1000000095,"08-02-2022 17:55","Jim Wells","['Potatoes', 'Cleaning Spray']",3,32.25,"Mobile Payment",Chicago,"Convenience Store",FALSE,Teenager,Summer,"BOGO (Buy One Get One)",10.75,5.892490798,14.57252761,968846,2,Potatoes,Vegetables,Potatoes
1000000096,"11-05-2021 19:50","Michael Johnson","['Cleaning Rags', 'Syrup', 'BBQ Sauce']",8,94.76,Cash,Seattle,Pharmacy,FALSE,Middle-Aged,Summer,"Discount on Selected Items",11.845,6.595531109,41.99575113,481733,3,"Cleaning Rags","Cleaning Supplies","Cleaning Rags"
